Iteration                Wall_Time                Samples                  Test_Return              Test_Episode_Length      Test_Episodes            Train_Return             Train_Episode_Length     Train_Episodes           Critic_Loss              Q1_Loss                  Q2_Loss                  Target_Q                 Pred_Q1                  Pred_Q2                  Actor_Loss               Policy_Logp              Policy_Q                 
210                      0.06473704622851478      44200                    0.8231849708737087       501.0                    10                       0.0                      501.0                    3                        1.525706171989441        0.7649499177932739       0.7607561945915222       9.124116897583008        9.122775077819824        9.122014999389648        -9.352727890014648       -1.2974059581756592      9.093246459960938        
220                      0.0670500671201282       46200                    18.472928106025094       501.0                    10                       0.02767161652445793      501.0                    3                        2.242053508758545        1.123724102973938        1.118329644203186        9.377464294433594        9.379267692565918        9.379602432250977        -9.608651161193848       -1.2753486633300781      9.353582382202148        
230                      0.06920058528582256      48200                    0.028348445998153327     501.0                    10                       0.0                      501.0                    3                        2.017353057861328        1.0091058015823364       1.0082471370697021       9.63332462310791         9.625784873962402        9.625619888305664        -9.8531494140625         -1.2774255275726318      9.59766674041748         
240                      0.07143943283292982      50200                    0.12750866873929703      501.0                    10                       0.0                      501.0                    3                        2.9493541717529297       1.4748814105987549       1.4744728803634644       9.851849555969238        9.84168815612793         9.842432975769043        -10.07365608215332       -1.2904903888702393      9.815557479858398        
250                      0.07372264948156144      52200                    4.256152832135139e-09    501.0                    10                       42.43955993652344        501.0                    3                        2.7709033489227295       1.387946605682373        1.382956624031067        10.09689998626709        10.097929000854492       10.096625328063965       -10.324789047241211      -1.2833836078643799      10.068108558654785       
260                      0.07585330168406168      54200                    1.076703095014259e-30    501.0                    10                       10.268901824951172       501.0                    3                        3.9844908714294434       1.9929307699203491       1.9915599822998047       10.327823638916016       10.32625961303711        10.326180458068848       -10.554295539855957      -1.268507719039917       10.3005952835083         
270                      0.07807410703765022      56200                    1.966590372186582        501.0                    10                       2.5400321096449526e-17   501.0                    3                        3.8249595165252686       1.9125394821166992       1.9124200344085693       10.548415184020996       10.551100730895996       10.550629615783691       -10.776159286499023      -1.2792952060699463      10.52030086517334        
280                      0.08023237612512377      58200                    1.0238352925796999e-26   501.0                    10                       82.8608627319336         501.0                    3                        3.069026231765747        1.5345209836959839       1.5345051288604736       10.781911849975586       10.78473949432373        10.785371780395508       -11.015046119689941      -1.2660528421401978      10.761836051940918       
290                      0.08235196815596686      60200                    5.150458510641889        501.0                    10                       2.5624119055790633e-37   501.0                    3                        1.7150121927261353       0.8587733507156372       0.8562387824058533       10.996688842773438       10.997654914855957       10.999137878417969       -11.22840404510498       -1.2607094049453735      10.976262092590332       
300                      0.08457176890638139      62200                    1.4858791524668012e-24   501.0                    10                       0.0                      501.0                    3                        3.679466485977173        1.8401659727096558       1.8392999172210693       11.178285598754883       11.174384117126465       11.175132751464844       -11.400712966918945      -1.2565380334854126      11.149401664733887       
310                      0.08680587702327304      64200                    7.186852449953419e-05    501.0                    10                       0.0                      501.0                    3                        3.935856580734253        1.968902587890625        1.9669535160064697       11.391559600830078       11.398369789123535       11.398205757141113       -11.618922233581543      -1.2631185054779053      11.366299629211426       
320                      0.08895413100719451      66200                    0.00015490327206263231   501.0                    10                       0.0                      501.0                    3                        4.474950790405273        2.2413642406463623       2.233586311340332        11.530377388000488       11.52774429321289        11.530207633972168       -11.751436233520508      -1.251579761505127       11.501120567321777       
330                      0.09124884439839256      68200                    3.580205053499041e-25    501.0                    10                       0.0                      501.0                    3                        3.630671262741089        1.8137294054031372       1.8169422149658203       11.714506149291992       11.719229698181152       11.720590591430664       -11.944150924682617      -1.2638131380081177      11.691388130187988       
340                      0.09347534868452284      70200                    13.178015957320522       501.0                    10                       0.0                      501.0                    3                        3.0219674110412598       1.5101757049560547       1.5117912292480469       11.895187377929688       11.88629150390625        11.886136054992676       -12.109712600708008      -1.2638083696365356      11.856948852539062       
350                      0.09563578969902463      72200                    0.22294106991105195      501.0                    10                       0.0                      501.0                    3                        3.578752040863037        1.7899360656738281       1.7888151407241821       12.046218872070312       12.042824745178223       12.043732643127441       -12.267383575439453      -1.262004017829895       12.014982223510742       
360                      0.09776197671890259      74200                    2.9474684210902026e-17   501.0                    10                       0.0                      501.0                    3                        3.582312822341919        1.7891879081726074       1.7931249141693115       12.225955963134766       12.220516204833984       12.22025203704834        -12.442511558532715      -1.253796935081482       12.191754341125488       
370                      0.09995754069752164      76200                    0.0017977656202782977    501.0                    10                       0.0                      501.0                    3                        5.155888080596924        2.5783956050872803       2.5774927139282227       12.324125289916992       12.316520690917969       12.317160606384277       -12.539871215820312      -1.2575404644012451      12.288365364074707       
380                      0.10216062022580041      78200                    5.418897557499512e-07    501.0                    10                       0.0                      501.0                    3                        3.372425079345703        1.6859524250030518       1.686472773551941        12.477827072143555       12.483062744140625       12.482135772705078       -12.69913101196289       -1.2459646463394165      12.449935913085938       
390                      0.10442710763878292      80200                    1.113945791534168e-08    501.0                    10                       3.1203671916300857e-13   501.0                    3                        3.7436232566833496       1.8716447353363037       1.871978998184204        12.603067398071289       12.595280647277832       12.594818115234375       -12.817943572998047      -1.2533955574035645      12.567270278930664       
400                      0.10658515320883857      82200                    23.022501696676617       501.0                    10                       0.0                      501.0                    3                        3.662107229232788        1.8305460214614868       1.8315609693527222       12.748435020446777       12.754155158996582       12.752516746520996       -12.97297477722168       -1.2403242588043213      12.724909782409668       
410                      0.10887119869391124      84200                    1.104995198294738e-63    501.0                    10                       1.889312145173342e-38    501.0                    3                        4.364724159240723        2.1803946495056152       2.1843297481536865       12.839221954345703       12.84158992767334        12.842787742614746       -13.068573951721191      -1.2415803670883179      12.820257186889648       
420                      0.11120812230639987      86200                    1.5531709327314291       501.0                    10                       7.171050242504862e-08    501.0                    3                        4.689387798309326        2.343629837036133        2.345757484436035        12.949959754943848       12.95750617980957        12.957991600036621       -13.176287651062012      -1.2538363933563232      12.925519943237305       
430                      0.11343560973803202      88200                    0.15871945985196023      501.0                    10                       1.4150175448006346e-22   501.0                    3                        4.9604716300964355       2.4801299571990967       2.480342388153076        13.031221389770508       13.031072616577148       13.032050132751465       -13.249781608581543      -1.231526255607605       13.003475189208984       
440                      0.11571082863542768      90200                    5.640629391624006e-12    501.0                    10                       0.0                      501.0                    3                        2.9808874130249023       1.4909336566925049       1.4899544715881348       13.144359588623047       13.13176441192627        13.13239860534668        -13.356917381286621      -1.2435539960861206      13.108208656311035       
450                      0.11793110258049436      92200                    0.00016325992359228332   501.0                    10                       0.0                      501.0                    3                        6.550718784332275        3.2769601345062256       3.2737600803375244       13.24642562866211        13.249948501586914       13.248588562011719       -13.469846725463867      -1.2566896677017212      13.218506813049316       
460                      0.1201175238026513       94200                    29.282603897070402       501.0                    10                       12.51738166809082        501.0                    3                        6.300458908081055        3.1507480144500732       3.149711847305298        13.317127227783203       13.306352615356445       13.30455207824707        -13.528762817382812      -1.2485864162445068      13.27904224395752        
470                      0.12221731907791561      96200                    19.091144121054445       501.0                    10                       1.9657780497711212e-16   501.0                    3                        5.320021629333496        2.6611526012420654       2.658869504928589        13.400612831115723       13.404425621032715       13.404462814331055       -13.624495506286621      -1.2456896305084229      13.375361442565918       
480                      0.1243189596467548       98200                    7.855647057704203e-09    501.0                    10                       3.8553412196051795e-07   501.0                    3                        5.076207637786865        2.5398354530334473       2.536372423171997        13.502978324890137       13.500720024108887       13.501362800598145       -13.71846866607666       -1.2468135356903076      13.469104766845703       
490                      0.12646845711602106      100200                   24.85003891403415        501.0                    10                       8.451598794752353e-17    501.0                    3                        5.229597568511963        2.611185312271118        2.618412733078003        13.52995777130127        13.533134460449219       13.533586502075195       -13.751391410827637      -1.2590411901474         13.499581336975098       
500                      0.128694939215978        102200                   1.0479111929899868e-08   501.0                    10                       0.0                      501.0                    3                        5.014207363128662        2.5052428245544434       2.508964776992798        13.577028274536133       13.5703706741333         13.570175170898438       -13.785588264465332      -1.2567520141601562      13.5342378616333         
510                      0.13084250993198818      104200                   1.1320553743779681e-14   501.0                    10                       3.6309463885240583e-34   501.0                    3                        2.9246842861175537       1.4614605903625488       1.4632236957550049       13.671375274658203       13.678007125854492       13.67814826965332        -13.887690544128418      -1.2653199434280396      13.634626388549805       
520                      0.13306728767024145      106200                   3.462542789094549e-11    501.0                    10                       0.0                      501.0                    3                        6.145971775054932        3.0752365589141846       3.0707345008850098       13.708549499511719       13.71494197845459        13.715031623840332       -13.933369636535645      -1.2411408424377441      13.685136795043945       
530                      0.135184642540084        108200                   3.076024699422283e-11    501.0                    10                       0.0                      501.0                    3                        4.797732830047607        2.401135206222534        2.396597385406494        13.750076293945312       13.749996185302734       13.750003814697266       -13.962556838989258      -1.2742174863815308      13.707714080810547       
540                      0.13738574299547407      110200                   6.189124121602129e-36    501.0                    10                       4.263250413199821e-18    501.0                    3                        6.558177471160889        3.279841423034668        3.2783360481262207       13.799501419067383       13.789857864379883       13.790811538696289       -14.003348350524902      -1.2538057565689087      13.75259017944336        
550                      0.13955788373947142      112200                   22.698668314716116       501.0                    10                       0.0                      501.0                    3                        8.736390113830566        4.366945266723633        4.369444370269775        13.866599082946777       13.877066612243652       13.878606796264648       -14.086889266967773      -1.2674614191055298      13.833399772644043       
560                      0.1417343211836285       114200                   2.7812904758376085e-29   501.0                    10                       0.0                      501.0                    3                        5.602842807769775        2.8018929958343506       2.800950288772583        13.94722843170166        13.941950798034668       13.940641403198242       -14.152226448059082      -1.2674541473388672      13.898736000061035       
570                      0.1439335834980011       116200                   2.986122060054333        501.0                    10                       0.0                      501.0                    3                        5.959554195404053        2.9764599800109863       2.9830944538116455       13.935906410217285       13.938438415527344       13.938777923583984       -14.154483795166016      -1.2555739879608154      13.90336799621582        
580                      0.1460546804798974       118200                   9.624564423378846        501.0                    10                       8.073823547843007e-19    501.0                    3                        5.984250545501709        2.989579916000366        2.994670867919922        14.013364791870117       14.008275985717773       14.00760269165039        -14.217395782470703      -1.2686094045639038      13.963671684265137       
590                      0.14812816301981607      120200                   2.7950869513660406e-20   501.0                    10                       0.0                      501.0                    3                        6.0333380699157715       3.0145225524902344       3.018815517425537        14.05733871459961        14.047111511230469       14.047369003295898       -14.26521110534668       -1.2409201860427856      14.017030715942383       
600                      0.15051045291953616      122200                   1.903879744403394e-07    501.0                    10                       1.075672783773778e-24    501.0                    3                        3.8954503536224365       1.9436029195785522       1.9518470764160156       14.122379302978516       14.129899978637695       14.128786087036133       -14.341550827026367      -1.2610050439834595      14.08935260772705        
610                      0.15268630855613285      124200                   8.04759805845376e-17     501.0                    10                       0.03758751600980759      501.0                    3                        5.084224700927734        2.5461061000823975       2.538119077682495        14.161494255065918       14.161832809448242       14.160361289978027       -14.377751350402832      -1.264946699142456       14.124764442443848       
620                      0.15488863395320043      126200                   1.3931042248978857e-42   501.0                    10                       1.3321491475079682e-18   501.0                    3                        5.26091194152832         2.6323890686035156       2.628523588180542        14.180403709411621       14.179519653320312       14.179118156433105       -14.390486717224121      -1.2600938081741333      14.138471603393555       
630                      0.156970371471511        128200                   0.0015608492299689746    501.0                    10                       0.0                      501.0                    3                        4.529960632324219        2.264585018157959        2.265375852584839        14.230774879455566       14.227436065673828       14.22698974609375        -14.440628051757812      -1.2667655944824219      14.187277793884277       
640                      0.15928531070550284      130200                   3.0383383128137895       501.0                    10                       1.778247751228193e-42    501.0                    3                        4.514597415924072        2.2587873935699463       2.2558095455169678       14.245746612548828       14.24606990814209        14.245468139648438       -14.457603454589844      -1.2500226497650146      14.207602500915527       
650                      0.1613969545231925       132200                   0.3973684534745053       501.0                    10                       0.0                      501.0                    3                        3.2038650512695312       1.5997779369354248       1.6040865182876587       14.288458824157715       14.292651176452637       14.292428016662598       -14.507871627807617      -1.2532618045806885      14.257220268249512       
660                      0.16365653534730276      134200                   2.0121918900314284e-11   501.0                    10                       0.0                      501.0                    3                        4.356110572814941        2.1801278591156006       2.1759822368621826       14.31039047241211        14.318987846374512       14.316349983215332       -14.530144691467285      -1.2513563632965088      14.279871940612793       
670                      0.16588508506615957      136200                   42.99613562048665        501.0                    10                       1.4442504832722673e-21   501.0                    3                        5.819767475128174        2.910881996154785        2.908886432647705        14.28170108795166        14.27629566192627        14.27652645111084        -14.487531661987305      -1.2617290019989014      14.235186576843262       
680                      0.16816828833685982      138200                   2.7349905173276326e-06   501.0                    10                       0.0                      501.0                    3                        6.386152267456055        3.190314769744873        3.1958370208740234       14.312580108642578       14.307339668273926       14.30706787109375        -14.524794578552246      -1.2551740407943726      14.27375602722168        
690                      0.17038146323627895      140200                   4.079188594979189        501.0                    10                       8.80509554157527e-10     501.0                    3                        5.676041126251221        2.839444398880005        2.8365962505340576       14.357807159423828       14.339876174926758       14.34378719329834        -14.55984115600586       -1.250092625617981       14.309823989868164       
700                      0.17257303920057085      142200                   0.02104209109157807      501.0                    10                       0.0                      501.0                    3                        4.736690521240234        2.368382692337036        2.3683078289031982       14.371670722961426       14.372007369995117       14.37151050567627        -14.588093757629395      -1.2689359188079834      14.334300994873047       
710                      0.17478639900684356      144200                   5.3062990804995773e-11   501.0                    10                       0.0                      501.0                    3                        3.883392572402954        1.939375877380371        1.944017767906189        14.40727424621582        14.405393600463867       14.402934074401855       -14.614900588989258      -1.251641869544983       14.364571571350098       
720                      0.17693787813186646      146200                   7.694712038817949e-22    501.0                    10                       0.0                      501.0                    3                        4.928417682647705        2.4668960571289062       2.461522102355957        14.395220756530762       14.384915351867676       14.3845796585083         -14.60282039642334       -1.2553973197937012      14.3517427444458         
730                      0.1792012189494239       148200                   0.5508870268146322       501.0                    10                       0.0                      501.0                    3                        4.4371185302734375       2.218496084213257        2.2186217308044434       14.42655086517334        14.436074256896973       14.435460090637207       -14.648399353027344      -1.268708348274231       14.394658088684082       
740                      0.18142740428447723      150200                   2.508600997883887e-18    501.0                    10                       0.0                      501.0                    3                        4.421626091003418        2.2097115516662598       2.211914539337158        14.463053703308105       14.45749568939209        14.462019920349121       -14.675024032592773      -1.236243724822998       14.427773475646973       
750                      0.18365165948867798      152200                   3.063572225685314e-31    501.0                    10                       0.0                      501.0                    3                        4.9993181228637695       2.5005204677581787       2.498798370361328        14.45079517364502        14.45124626159668        14.44950008392334        -14.666510581970215      -1.2645995616912842      14.413592338562012       
760                      0.18588495267762078      154200                   2.665935663529267e-09    501.0                    10                       0.003173662116751075     501.0                    3                        6.832417964935303        3.4125468730926514       3.4198687076568604       14.469231605529785       14.469230651855469       14.466763496398926       -14.68087387084961       -1.2582499980926514      14.429226875305176       
770                      0.1881100300947825       156200                   6.51341964572801e-11     501.0                    10                       1.8149104831150114e-27   501.0                    3                        7.1587443351745605       3.5780978202819824       3.580646276473999        14.441556930541992       14.433910369873047       14.435686111450195       -14.651512145996094      -1.257358193397522       14.400041580200195       
780                      0.19032019363509284      158200                   2.9024523515256227e-13   501.0                    10                       5.1215767746392465e-17   501.0                    3                        4.947377681732178        2.4750747680664062       2.4723029136657715       14.46273136138916        14.457123756408691       14.457334518432617       -14.673062324523926      -1.2568252086639404      14.421696662902832       
790                      0.1925511101881663       160200                   3.5773400530337          501.0                    10                       1.8704801596491905e-10   501.0                    3                        4.659724235534668        2.3313233852386475       2.3284006118774414       14.487516403198242       14.495858192443848       14.497599601745605       -14.712394714355469      -1.2596051692962646      14.460474967956543       
800                      0.19472612877686818      162200                   7.345382727350953e-09    501.0                    10                       2.950570898718752e-10    501.0                    3                        4.403602123260498        2.204745292663574        2.1988556385040283       14.472824096679688       14.47744369506836        14.474109649658203       -14.692310333251953      -1.2508223056793213      14.442145347595215       
810                      0.19691395229763456      164200                   2.7076018639826602e-11   501.0                    10                       0.0                      501.0                    3                        5.693276882171631        2.8442912101745605       2.8489863872528076       14.494241714477539       14.491190910339355       14.49049186706543        -14.709123611450195      -1.2433863878250122      14.46044635772705        
820                      0.19920960916413202      166200                   21.27695920319711        501.0                    10                       0.0                      501.0                    3                        5.522735595703125        2.760035753250122        2.7627005577087402       14.4896821975708         14.492329597473145       14.49273681640625        -14.705727577209473      -1.2506687641143799      14.45559310913086        
830                      0.20134149147404565      168200                   0.8183044902602725       501.0                    10                       0.0                      501.0                    3                        7.578149318695068        3.787769317626953        3.7903807163238525       14.495413780212402       14.492669105529785       14.49167537689209        -14.707369804382324      -1.2693195343017578      14.453508377075195       
840                      0.20360039552052817      170200                   1.6997439112628894e-13   501.0                    10                       0.0                      501.0                    3                        6.496409893035889        3.2495501041412354       3.246859312057495        14.516315460205078       14.515552520751953       14.515865325927734       -14.731728553771973      -1.25444495677948        14.480844497680664       
850                      0.20580806454022726      172200                   6.734441915733939e-14    501.0                    10                       4.8902975975271816e-20   501.0                    3                        5.685891151428223        2.8398778438568115       2.8460142612457275       14.545154571533203       14.553263664245605       14.551875114440918       -14.769919395446777      -1.24199378490448        14.52152156829834        
860                      0.20803783741262225      174200                   0.0018727113282401436    501.0                    10                       0.0                      501.0                    3                        6.506117343902588        3.2511167526245117       3.2550010681152344       14.533294677734375       14.534435272216797       14.53253173828125        -14.751368522644043      -1.2380132675170898      14.503763198852539       
870                      0.2102476010719935       176200                   0.3218585681467462       501.0                    10                       0.0                      501.0                    3                        6.435026168823242        3.217698097229004        3.2173268795013428       14.576187133789062       14.568857192993164       14.567469596862793       -14.781106948852539      -1.2469775676727295      14.531710624694824       
880                      0.21235319084591336      178200                   2.9232140703258625e-05   501.0                    10                       0.0                      501.0                    3                        7.670055389404297        3.835167169570923        3.8348867893218994       14.517420768737793       14.517484664916992       14.516621589660645       -14.732976913452148      -1.260707139968872       14.480838775634766       
890                      0.2145884085363812       180200                   3.3670440736396065e-20   501.0                    10                       5.0504982119608335e-27   501.0                    3                        5.252567768096924        2.622846841812134        2.62972092628479         14.569296836853027       14.572205543518066       14.572348594665527       -14.786914825439453      -1.2514182329177856      14.53663158416748        
900                      0.2168262181017134       182200                   5.084528286525911        501.0                    10                       0.0                      501.0                    3                        4.946036338806152        2.4741194248199463       2.471916675567627        14.566384315490723       14.566415786743164       14.564082145690918       -14.780868530273438      -1.2585556507110596      14.529157638549805       
910                      0.21904941711160872      184200                   1.7293254311366841       501.0                    10                       0.0                      501.0                    3                        6.6764068603515625       3.3399341106414795       3.336472511291504        14.548609733581543       14.544398307800293       14.545485496520996       -14.762238502502441      -1.2274452447891235      14.516749382019043       
920                      0.2212323096063402       186200                   2.1885710710421527e-166  501.0                    10                       3.3232960155121026e-20   501.0                    3                        6.165468692779541        3.084059000015259        3.0814101696014404       14.560527801513672       14.564778327941895       14.56566047668457        -14.783031463623047      -1.2595696449279785      14.53111743927002        
930                      0.22346722622712453      188200                   2.7687699984980334e-21   501.0                    10                       1.4125040692647417e-08   501.0                    3                        4.901633262634277        2.44838285446167         2.4532508850097656       14.576695442199707       14.579385757446289       14.580572128295898       -14.798410415649414      -1.24774169921875        14.548864364624023       
940                      0.22576171305444506      190200                   0.006907844952016934     501.0                    10                       3.027249390443258e-28    501.0                    3                        4.980963230133057        2.4839859008789062       2.4969770908355713       14.582921981811523       14.578815460205078       14.578001022338867       -14.797378540039062      -1.2386173009872437      14.549654006958008       
950                      0.22809030652046203      192200                   6.119290790830704e-16    501.0                    10                       4.297299954833543e-32    501.0                    3                        5.361423969268799        2.6803274154663086       2.6810972690582275       14.597146987915039       14.589365005493164       14.588634490966797       -14.807560920715332      -1.2520873546600342      14.557143211364746       
960                      0.23029387083318498      194200                   2.0807620948736493e-15   501.0                    10                       2.323896554790733e-13    501.0                    3                        6.282800674438477        3.140934705734253        3.1418654918670654       14.582425117492676       14.58290958404541        14.581875801086426       -14.80357837677002       -1.2418406009674072      14.555216789245605       
970                      0.23249956177340614      196200                   6.642924622107638e-06    501.0                    10                       0.0                      501.0                    3                        5.032054424285889        2.517197847366333        2.5148561000823975       14.608617782592773       14.613953590393066       14.612890243530273       -14.830231666564941      -1.2528266906738281      14.579666137695312       
980                      0.23468595564365388      198200                   1.5580177245005196       501.0                    10                       4.405060431474285e-25    501.0                    3                        5.097219467163086        2.5449960231781006       2.552222728729248        14.60433578491211        14.596935272216797       14.596471786499023       -14.816752433776855      -1.2570161819458008      14.565349578857422       
