Iteration                Wall_Time                Samples                  Test_Return              Test_Episode_Length      Test_Episodes            Train_Return             Train_Episode_Length     Train_Episodes           Loss                     Bc_Nll                   Bc_Mse                   Entropy                  Dataset_Size             
735                      0.8736339725388421       147200                   326.99390280722434       501.0                    20                       372.2825622558594        501.0                    1                        -1.3803272247314453      -1.3803272247314453      2.733348992478568e-05    -0.3809972405433655      50000                    
740                      0.8805127632617951       148200                   346.52766978301236       501.0                    20                       373.13641357421875       501.0                    1                        -1.38032865524292        -1.38032865524292        2.7008411052520387e-05   -0.3809972405433655      50000                    
745                      0.8877587196562026       149200                   334.1852982402158        501.0                    20                       260.0267028808594        501.0                    1                        -1.3803335428237915      -1.3803335428237915      2.6861063815886155e-05   -0.3809972405433655      50000                    
750                      0.8946544696887334       150200                   352.6043116292278        501.0                    20                       308.3992614746094        501.0                    1                        -1.3803356885910034      -1.3803356885910034      2.6815747332875617e-05   -0.3809972405433655      50000                    
755                      0.9021007296774123       151200                   348.81097293854435       501.0                    20                       260.81414794921875       501.0                    1                        -1.3803375959396362      -1.3803375959396362      2.665042302396614e-05    -0.3809972405433655      50000                    
760                      0.909341929687394        152200                   349.0450138574239        501.0                    20                       409.8568420410156        501.0                    1                        -1.380340576171875       -1.380340576171875       2.6462310415809043e-05   -0.3809972405433655      50000                    
765                      0.9164428702990214       153200                   348.1995624926977        501.0                    20                       279.0057373046875        501.0                    1                        -1.3803414106369019      -1.3803414106369019      2.6489571609999985e-05   -0.3809972405433655      50000                    
770                      0.9233746174971262       154200                   340.14775392130906       501.0                    20                       321.494873046875         501.0                    1                        -1.3803346157073975      -1.3803346157073975      2.6701089154812507e-05   -0.3809972405433655      50000                    
775                      0.9302033066087299       155200                   353.01684242572003       501.0                    20                       378.9007873535156        501.0                    1                        -1.380340337753296       -1.380340337753296       2.6596282623359002e-05   -0.3809972405433655      50000                    
780                      0.9376941550440259       156200                   333.11174577466886       501.0                    20                       315.7975158691406        501.0                    1                        -1.3803433179855347      -1.3803433179855347      2.6371844796813093e-05   -0.3809972405433655      50000                    
785                      0.9441893419292238       157200                   348.79516815616256       501.0                    20                       350.5935974121094        501.0                    1                        -1.3803420066833496      -1.3803420066833496      2.6382402211311273e-05   -0.3809972405433655      50000                    
790                      0.9515255841943953       158200                   348.87206510571          501.0                    20                       334.6614074707031        501.0                    1                        -1.3803411722183228      -1.3803411722183228      2.6397034162073396e-05   -0.3809972405433655      50000                    
795                      0.9584344432089064       159200                   340.6730674227002        501.0                    20                       340.8370666503906        501.0                    1                        -1.3803499937057495      -1.3803499937057495      2.591801057860721e-05    -0.3809972405433655      50000                    
800                      0.9653212334712347       160200                   348.9128319071622        501.0                    20                       336.8391418457031        501.0                    1                        -1.3803460597991943      -1.3803460597991943      2.6252278985339217e-05   -0.3809972405433655      50000                    
805                      0.9718552923864788       161200                   333.1660132124518        501.0                    20                       269.61566162109375       501.0                    1                        -1.380347728729248       -1.380347728729248       2.624765875225421e-05    -0.3809972405433655      50000                    
810                      0.9786371229754554       162200                   345.564691316206         501.0                    20                       289.4113464355469        501.0                    1                        -1.3803507089614868      -1.3803507089614868      2.6039177100756206e-05   -0.3809972405433655      50000                    
815                      0.9855092547337214       163200                   336.501923985733         501.0                    20                       361.5675964355469        501.0                    1                        -1.3803527355194092      -1.3803527355194092      2.5794768589548767e-05   -0.3809972405433655      50000                    
820                      0.9926751740111245       164200                   327.3291088639777        501.0                    20                       295.4577941894531        501.0                    1                        -1.3803478479385376      -1.3803478479385376      2.6017891286755912e-05   -0.3809972405433655      50000                    
825                      0.9998253719674216       165200                   361.2016454371588        501.0                    20                       292.29132080078125       501.0                    1                        -1.3803520202636719      -1.3803520202636719      2.5813336833380163e-05   -0.3809972405433655      50000                    
830                      1.0060565306080713       166200                   340.22709351943934       501.0                    20                       322.4874572753906        501.0                    1                        -1.3803504705429077      -1.3803504705429077      2.5914729121723212e-05   -0.3809972405433655      50000                    
835                      1.0131071517864862       167200                   331.24713491712095       501.0                    20                       364.8365783691406        501.0                    1                        -1.3803529739379883      -1.3803529739379883      2.5801973606576212e-05   -0.3809972405433655      50000                    
840                      1.0199204219049878       168200                   350.24311842544176       501.0                    20                       315.0387268066406        501.0                    1                        -1.3803505897521973      -1.3803505897521973      2.5882703994284384e-05   -0.3809972405433655      50000                    
845                      1.0270027954710854       169200                   338.70911697125496       501.0                    20                       303.3949279785156        501.0                    1                        -1.380359411239624       -1.380359411239624       2.5383231331943534e-05   -0.3809972405433655      50000                    
850                      1.0343446624279022       170200                   344.07563547146754       501.0                    20                       323.6216735839844        501.0                    1                        -1.3803608417510986      -1.3803608417510986      2.529792436689604e-05    -0.3809972405433655      50000                    
855                      1.0412971089283625       171200                   356.8531060195335        501.0                    20                       326.0995178222656        501.0                    1                        -1.3803704977035522      -1.3803704977035522      2.4668226615176536e-05   -0.3809972405433655      50000                    
860                      1.0481698050763872       172200                   353.80419837931476       501.0                    20                       341.7149353027344        501.0                    1                        -1.3803688287734985      -1.3803688287734985      2.4741551897022873e-05   -0.3809972405433655      50000                    
865                      1.0549687633249494       173200                   348.39619203769104       501.0                    20                       400.0749206542969        501.0                    1                        -1.3803730010986328      -1.3803730010986328      2.4359196686418727e-05   -0.3809972405433655      50000                    
870                      1.0620027323563894       174200                   338.6047854173519        501.0                    20                       299.81195068359375       501.0                    1                        -1.3803775310516357      -1.3803775310516357      2.4041624783421867e-05   -0.3809972405433655      50000                    
875                      1.069499506023195        175200                   349.12263756578454       501.0                    20                       276.3291015625           501.0                    1                        -1.3803789615631104      -1.3803789615631104      2.407992178632412e-05    -0.3809972405433655      50000                    
880                      1.0767213543256124       176200                   341.0755841971772        501.0                    20                       394.6295166015625        501.0                    1                        -1.3803776502609253      -1.3803776502609253      2.4145267161657102e-05   -0.3809972405433655      50000                    
885                      1.0833654733498892       177200                   333.26823910432          501.0                    20                       340.8489990234375        501.0                    1                        -1.3803812265396118      -1.3803812265396118      2.3934100681799464e-05   -0.3809972405433655      50000                    
890                      1.0905015530851152       178200                   350.57942280774677       501.0                    20                       374.3694152832031        501.0                    1                        -1.380385398864746       -1.380385398864746       2.3749113097437657e-05   -0.3809972405433655      50000                    
895                      1.0978335797124439       179200                   351.0049359027087        501.0                    20                       372.00286865234375       501.0                    1                        -1.38038170337677        -1.38038170337677        2.375413168920204e-05    -0.3809972405433655      50000                    
900                      1.1049299022224215       180200                   336.55924501090334       501.0                    20                       354.0658874511719        501.0                    1                        -1.38038969039917        -1.38038969039917        2.3396873075398616e-05   -0.3809972405433655      50000                    
905                      1.1119001970026228       181200                   337.1079553150237        501.0                    20                       342.4808349609375        501.0                    1                        -1.3803966045379639      -1.3803966045379639      2.3068541850079782e-05   -0.3809972405433655      50000                    
910                      1.1192055399550331       182200                   358.3396739031158        501.0                    20                       377.9855651855469        501.0                    1                        -1.380391001701355       -1.380391001701355       2.3183294615591876e-05   -0.3809972405433655      50000                    
915                      1.1265159632762274       183200                   344.0136607145044        501.0                    20                       338.6995849609375        501.0                    1                        -1.380383849143982       -1.380383849143982       2.3783188225934282e-05   -0.3809972405433655      50000                    
920                      1.1343014776706695       184200                   353.4707008607616        501.0                    20                       331.4150695800781        501.0                    1                        -1.3803846836090088      -1.3803846836090088      2.3605776732438244e-05   -0.3809972405433655      50000                    
925                      1.1415868490272099       185200                   361.485122920379         501.0                    20                       401.7879638671875        501.0                    1                        -1.3803941011428833      -1.3803941011428833      2.3266320567927323e-05   -0.3809972405433655      50000                    
930                      1.1486592951748107       186200                   339.941688646415         501.0                    20                       325.7354431152344        501.0                    1                        -1.3803904056549072      -1.3803904056549072      2.346843211853411e-05    -0.3809972405433655      50000                    
935                      1.1559905670086543       187200                   321.3520330303063        501.0                    20                       380.4479675292969        501.0                    1                        -1.3803924322128296      -1.3803924322128296      2.327768743271008e-05    -0.3809972405433655      50000                    
940                      1.1636032696564993       188200                   333.1711929885089        501.0                    20                       372.0701599121094        501.0                    1                        -1.3803918361663818      -1.3803918361663818      2.3303979105548933e-05   -0.3809972405433655      50000                    
945                      1.1703973774115244       189200                   345.5117806565865        501.0                    20                       451.63116455078125       501.0                    1                        -1.3803956508636475      -1.3803956508636475      2.2948543119127862e-05   -0.3809972405433655      50000                    
950                      1.1775060943100188       190200                   338.58664558670887       501.0                    20                       274.58648681640625       501.0                    1                        -1.3803969621658325      -1.3803969621658325      2.2940090275369585e-05   -0.3809972405433655      50000                    
955                      1.185141929851638        191200                   354.9387778695507        501.0                    20                       253.4012908935547        501.0                    1                        -1.380401611328125       -1.380401611328125       2.2712598365615122e-05   -0.3809972405433655      50000                    
960                      1.1923026308086184       192200                   347.12831902928485       501.0                    20                       347.9117431640625        501.0                    1                        -1.3803918361663818      -1.3803918361663818      2.3282276742975228e-05   -0.3809972405433655      50000                    
965                      1.1991190907027987       193200                   326.5247457160158        501.0                    20                       321.7388000488281        501.0                    1                        -1.3803937435150146      -1.3803937435150146      2.330000097572338e-05    -0.3809972405433655      50000                    
970                      1.2063033409913382       194200                   342.7416153195541        501.0                    20                       406.5762634277344        501.0                    1                        -1.38040292263031        -1.38040292263031        2.268673779326491e-05    -0.3809972405433655      50000                    
975                      1.212959534459644        195200                   338.2424570615099        501.0                    20                       417.5430908203125        501.0                    1                        -1.3804066181182861      -1.3804066181182861      2.2295786038739607e-05   -0.3809972405433655      50000                    
980                      1.2198433319065305       196200                   333.7677720481108        501.0                    20                       410.6122741699219        501.0                    1                        -1.3804140090942383      -1.3804140090942383      2.1888959963689558e-05   -0.3809972405433655      50000                    
985                      1.2276011903418436       197200                   347.1319456175235        501.0                    20                       387.42864990234375       501.0                    1                        -1.3804150819778442      -1.3804150819778442      2.1857198589714244e-05   -0.3809972405433655      50000                    
990                      1.2345706644323138       198200                   331.0333777150428        501.0                    20                       312.2542419433594        501.0                    1                        -1.380416989326477       -1.380416989326477       2.1822908820468e-05      -0.3809972405433655      50000                    
995                      1.2415698336230383       199200                   336.09566672171866       501.0                    20                       444.4523620605469        501.0                    1                        -1.3804141283035278      -1.3804141283035278      2.1932679374003783e-05   -0.3809972405433655      50000                    
999                      1.2476141041517257       200000                   338.9153053275595        501.0                    20                       391.7315673828125        501.0                    1                        -1.3804121017456055      -1.3804121017456055      2.207085708505474e-05    -0.3809972405433655      50000                    
