Iteration                Wall_Time                Samples                  Test_Return              Test_Episode_Length      Test_Episodes            Train_Return             Train_Episode_Length     Train_Episodes           Loss                     Bc_Nll                   Bc_Mse                   Entropy                  Dataset_Size             
215                      0.14166597406069437      43200                    328.19975114607706       501.0                    20                       329.66485595703125       501.0                    1                        -1.3794783353805542      -1.3794783353805542      6.080626917537302e-05    -0.38098758459091187     43200                    
220                      0.1480202994081709       44200                    337.97434140571664       501.0                    20                       313.0323486328125        501.0                    1                        -1.3795253038406372      -1.3795253038406372      5.892673652851954e-05    -0.3809874653816223      44200                    
225                      0.1539582822057936       45200                    337.4159191059297        501.0                    20                       301.802734375            501.0                    1                        -1.3795552253723145      -1.3795552253723145      5.772953954874538e-05    -0.3809873163700104      45200                    
230                      0.16070255359013874      46200                    337.6924413009722        501.0                    20                       335.8091735839844        501.0                    1                        -1.3795878887176514      -1.3795878887176514      5.646261342917569e-05    -0.3809884190559387      46200                    
235                      0.16738012605243258      47200                    347.0558983335377        501.0                    20                       419.9703369140625        501.0                    1                        -1.3795913457870483      -1.3795913457870483      5.640039671561681e-05    -0.3809909224510193      47200                    
240                      0.1740889894300037       48200                    363.6933739715707        501.0                    20                       364.5164794921875        501.0                    1                        -1.3796238899230957      -1.3796238899230957      5.508054164238274e-05    -0.3809932768344879      48200                    
245                      0.18095088077916038      49200                    343.98723032058234       501.0                    20                       293.0837707519531        501.0                    1                        -1.3796130418777466      -1.3796130418777466      5.549750494537875e-05    -0.38099557161331177     49200                    
250                      0.1881524165471395       50200                    352.95243002923644       501.0                    20                       374.44976806640625       501.0                    1                        -1.379642128944397       -1.379642128944397       5.44204049219843e-05     -0.3809972405433655      50000                    
255                      0.19521575344933403      51200                    345.7629101961909        501.0                    20                       397.7690124511719        501.0                    1                        -1.3796684741973877      -1.3796684741973877      5.336275717127137e-05    -0.3809972405433655      50000                    
260                      0.20244445237848493      52200                    325.1353016543645        501.0                    20                       282.487060546875         501.0                    1                        -1.3796731233596802      -1.3796731233596802      5.317133400239982e-05    -0.3809972405433655      50000                    
265                      0.2093874203496509       53200                    344.7965268299981        501.0                    20                       384.2988586425781        501.0                    1                        -1.379721760749817       -1.379721760749817       5.126246469444595e-05    -0.3809972405433655      50000                    
270                      0.21635847542021008      54200                    355.0998150510639        501.0                    20                       342.8056640625           501.0                    1                        -1.3797518014907837      -1.3797518014907837      4.996927600586787e-05    -0.3809972405433655      50000                    
275                      0.22358171866999732      55200                    335.09403714774226       501.0                    20                       272.1394348144531        501.0                    1                        -1.3797603845596313      -1.3797603845596313      4.960383375873789e-05    -0.3809972405433655      50000                    
280                      0.23031873921553295      56200                    358.28638902410825       501.0                    20                       299.16162109375          501.0                    1                        -1.3797776699066162      -1.3797776699066162      4.8889003664953634e-05   -0.3809972405433655      50000                    
285                      0.23727890054384868      57200                    339.540084685503         501.0                    20                       316.5238952636719        501.0                    1                        -1.3798041343688965      -1.3798041343688965      4.781902680406347e-05    -0.3809972405433655      50000                    
290                      0.2442502796649933       58200                    342.4164507778247        501.0                    20                       346.74017333984375       501.0                    1                        -1.3798202276229858      -1.3798202276229858      4.7106594138313085e-05   -0.3809972405433655      50000                    
295                      0.25172054456339943      59200                    335.14328012047713       501.0                    20                       407.73333740234375       501.0                    1                        -1.3798415660858154      -1.3798415660858154      4.6177476178854704e-05   -0.3809972405433655      50000                    
300                      0.2582034303744634       60200                    348.03880465019824       501.0                    20                       290.8984680175781        501.0                    1                        -1.379852294921875       -1.379852294921875       4.5644166675629094e-05   -0.3809972405433655      50000                    
305                      0.2648263187540902       61200                    332.1519333214034        501.0                    20                       339.53192138671875       501.0                    1                        -1.379873514175415       -1.379873514175415       4.479126801015809e-05    -0.3809972405433655      50000                    
310                      0.27136280443933275      62200                    321.82389826269          501.0                    20                       371.8561096191406        501.0                    1                        -1.3798978328704834      -1.3798978328704834      4.367076326161623e-05    -0.3809972405433655      50000                    
315                      0.27808189047707454      63200                    358.11424731034003       501.0                    20                       353.188232421875         501.0                    1                        -1.3799073696136475      -1.3799073696136475      4.3290408939355984e-05   -0.3809972405433655      50000                    
320                      0.2849524258904987       64200                    358.5171978507778        501.0                    20                       391.2506408691406        501.0                    1                        -1.3799421787261963      -1.3799421787261963      4.1801122279139236e-05   -0.3809972405433655      50000                    
325                      0.2920260257853402       65200                    343.1268678571075        501.0                    20                       342.2519226074219        501.0                    1                        -1.3799573183059692      -1.3799573183059692      4.1249539208365604e-05   -0.3809972405433655      50000                    
330                      0.29889436384042106      66200                    336.8861946370886        501.0                    20                       317.2583923339844        501.0                    1                        -1.3799748420715332      -1.3799748420715332      4.048994742333889e-05    -0.3809972405433655      50000                    
335                      0.3058444671498405       67200                    343.668855079777         501.0                    20                       271.68292236328125       501.0                    1                        -1.3799420595169067      -1.3799420595169067      4.182961129117757e-05    -0.3809972405433655      50000                    
340                      0.3129636894994312       68200                    325.10715850667873       501.0                    20                       376.9404602050781        501.0                    1                        -1.3799647092819214      -1.3799647092819214      4.089000140083954e-05    -0.3809972405433655      50000                    
345                      0.31992807547251384      69200                    344.5562398036674        501.0                    20                       292.2267150878906        501.0                    1                        -1.3799512386322021      -1.3799512386322021      4.1528513975208625e-05   -0.3809972405433655      50000                    
350                      0.32703643759091694      70200                    351.211860643143         501.0                    20                       372.46051025390625       501.0                    1                        -1.3799831867218018      -1.3799831867218018      4.022070061182603e-05    -0.3809972405433655      50000                    
355                      0.33436216824584536      71200                    347.2415808441914        501.0                    20                       312.92779541015625       501.0                    1                        -1.3800066709518433      -1.3800066709518433      3.936100983992219e-05    -0.3809972405433655      50000                    
360                      0.3416814649767346       72200                    327.69784392103253       501.0                    20                       344.25872802734375       501.0                    1                        -1.3800075054168701      -1.3800075054168701      3.934740016120486e-05    -0.3809972405433655      50000                    
365                      0.3492275600963169       73200                    341.45473535016004       501.0                    20                       340.6103515625           501.0                    1                        -1.3800129890441895      -1.3800129890441895      3.918360380339436e-05    -0.3809972405433655      50000                    
370                      0.3557831571499507       74200                    330.5696255278157        501.0                    20                       294.17657470703125       501.0                    1                        -1.379990577697754       -1.379990577697754       3.986787123722024e-05    -0.3809972405433655      50000                    
375                      0.362645793888304        75200                    345.29319966158215       501.0                    20                       369.83349609375          501.0                    1                        -1.3800019025802612      -1.3800019025802612      3.956876025767997e-05    -0.3809972405433655      50000                    
380                      0.36991079840395186      76200                    344.7044148543543        501.0                    20                       352.8058776855469        501.0                    1                        -1.3800243139266968      -1.3800243139266968      3.865907638100907e-05    -0.3809972405433655      50000                    
385                      0.37660240451494853      77200                    353.01676184503503       501.0                    20                       372.89483642578125       501.0                    1                        -1.380041480064392       -1.380041480064392       3.805898086284287e-05    -0.3809972405433655      50000                    
390                      0.38386105828815037      78200                    357.1070705733975        501.0                    20                       389.7143249511719        501.0                    1                        -1.3800333738327026      -1.3800333738327026      3.8360005419235677e-05   -0.3809972405433655      50000                    
395                      0.3907471689913008       79200                    362.1286952127061        501.0                    20                       324.8424072265625        501.0                    1                        -1.3800365924835205      -1.3800365924835205      3.816421303781681e-05    -0.3809972405433655      50000                    
400                      0.3977745897240109       80200                    346.1182709739375        501.0                    20                       315.0496826171875        501.0                    1                        -1.3800028562545776      -1.3800028562545776      3.9465390727855265e-05   -0.3809972405433655      50000                    
405                      0.4050946323739158       81200                    326.9554369788936        501.0                    20                       404.0637512207031        501.0                    1                        -1.3800034523010254      -1.3800034523010254      3.927201760234311e-05    -0.3809972405433655      50000                    
410                      0.41266113526291315      82200                    343.6066060223492        501.0                    20                       264.64599609375          501.0                    1                        -1.3800125122070312      -1.3800125122070312      3.910134546458721e-05    -0.3809972405433655      50000                    
415                      0.41915699866082934      83200                    332.884805135802         501.0                    20                       320.7985534667969        501.0                    1                        -1.3800256252288818      -1.3800256252288818      3.87058244086802e-05     -0.3809972405433655      50000                    
420                      0.4263165130880144       84200                    346.4157637916709        501.0                    20                       346.2177429199219        501.0                    1                        -1.3800395727157593      -1.3800395727157593      3.806295353570022e-05    -0.3809972405433655      50000                    
425                      0.4332654293378194       85200                    339.648381364703         501.0                    20                       309.15240478515625       501.0                    1                        -1.3800584077835083      -1.3800584077835083      3.739332896657288e-05    -0.3809972405433655      50000                    
430                      0.4409257389439477       86200                    345.26030297981777       501.0                    20                       361.0450744628906        501.0                    1                        -1.3800725936889648      -1.3800725936889648      3.700139859574847e-05    -0.3809972405433655      50000                    
435                      0.44797156665060256      87200                    344.7072056201219        501.0                    20                       354.63409423828125       501.0                    1                        -1.3800687789916992      -1.3800687789916992      3.6999466829001904e-05   -0.3809972405433655      50000                    
440                      0.4546514528989792       88200                    333.92750867815937       501.0                    20                       347.2043151855469        501.0                    1                        -1.3800729513168335      -1.3800729513168335      3.680561712826602e-05    -0.3809972405433655      50000                    
445                      0.46186984300613404      89200                    320.60870227491836       501.0                    20                       320.21234130859375       501.0                    1                        -1.3800747394561768      -1.3800747394561768      3.690892845042981e-05    -0.3809972405433655      50000                    
450                      0.46875553833113776      90200                    342.302450411735         501.0                    20                       257.6447448730469        501.0                    1                        -1.3800992965698242      -1.3800992965698242      3.608969200286083e-05    -0.3809972405433655      50000                    
455                      0.47554100897577073      91200                    335.4807112507071        501.0                    20                       351.8233642578125        501.0                    1                        -1.3800994157791138      -1.3800994157791138      3.607862163335085e-05    -0.3809972405433655      50000                    
460                      0.4823970643679301       92200                    345.35494754026035       501.0                    20                       291.63592529296875       501.0                    1                        -1.3801079988479614      -1.3801079988479614      3.581155397114344e-05    -0.3809972405433655      50000                    
465                      0.48953353808985817      93200                    350.9816473363404        501.0                    20                       275.30670166015625       501.0                    1                        -1.3801259994506836      -1.3801259994506836      3.5215631214668974e-05   -0.3809972405433655      50000                    
470                      0.49663778954082066      94200                    341.5262344433283        501.0                    20                       271.10101318359375       501.0                    1                        -1.380103588104248       -1.380103588104248       3.588692197808996e-05    -0.3809972405433655      50000                    
475                      0.5035663834545347       95200                    334.3567931612828        501.0                    20                       370.43310546875          501.0                    1                        -1.3801196813583374      -1.3801196813583374      3.5427634429652244e-05   -0.3809972405433655      50000                    
480                      0.5100010869900385       96200                    328.738194674772         501.0                    20                       345.3068542480469        501.0                    1                        -1.3801385164260864      -1.3801385164260864      3.4868731745518744e-05   -0.3809972405433655      50000                    
485                      0.5173336097266938       97200                    333.11051306929045       501.0                    20                       431.3382873535156        501.0                    1                        -1.3801567554473877      -1.3801567554473877      3.4232845791848376e-05   -0.3809972405433655      50000                    
490                      0.5247965528567632       98200                    339.35464652726205       501.0                    20                       402.913818359375         501.0                    1                        -1.380167841911316       -1.380167841911316       3.382228533155285e-05    -0.3809972405433655      50000                    
495                      0.5324300989177492       99200                    350.79400474835404       501.0                    20                       355.3229064941406        501.0                    1                        -1.3801900148391724      -1.3801900148391724      3.315837966511026e-05    -0.3809972405433655      50000                    
500                      0.5398185877667533       100200                   343.66791371869687       501.0                    20                       339.2354431152344        501.0                    1                        -1.380183219909668       -1.380183219909668       3.33337920892518e-05     -0.3809972405433655      50000                    
505                      0.5463278351227442       101200                   313.6577818943603        501.0                    20                       274.8631896972656        501.0                    1                        -1.3801947832107544      -1.3801947832107544      3.286560968263075e-05    -0.3809972405433655      50000                    
510                      0.5533698607815637       102200                   347.8509376142696        501.0                    20                       339.59136962890625       501.0                    1                        -1.3802040815353394      -1.3802040815353394      3.2613468647468835e-05   -0.3809972405433655      50000                    
515                      0.5604235612683826       103200                   353.06855505978604       501.0                    20                       336.6260986328125        501.0                    1                        -1.3802073001861572      -1.3802073001861572      3.250760710216127e-05    -0.3809972405433655      50000                    
520                      0.5671102537049187       104200                   340.7790804803892        501.0                    20                       352.3797912597656        501.0                    1                        -1.3802050352096558      -1.3802050352096558      3.2623851438984275e-05   -0.3809972405433655      50000                    
525                      0.574687890542878        105200                   341.95643209508114       501.0                    20                       360.83074951171875       501.0                    1                        -1.380218267440796       -1.380218267440796       3.210800787201151e-05    -0.3809972405433655      50000                    
530                      0.5823461965719858       106200                   342.5851158192072        501.0                    20                       324.09136962890625       501.0                    1                        -1.380233883857727       -1.380233883857727       3.153959914925508e-05    -0.3809972405433655      50000                    
535                      0.5889013746049669       107200                   336.6220343620016        501.0                    20                       353.204345703125         501.0                    1                        -1.3802459239959717      -1.3802459239959717      3.104235292994417e-05    -0.3809972405433655      50000                    
540                      0.5956914109653897       108200                   343.3714771996198        501.0                    20                       277.5823059082031        501.0                    1                        -1.380252480506897       -1.380252480506897       3.079625457758084e-05    -0.3809972405433655      50000                    
545                      0.6029962543646494       109200                   333.3938801299238        501.0                    20                       272.23583984375          501.0                    1                        -1.3802505731582642      -1.3802505731582642      3.09250972350128e-05     -0.3809972405433655      50000                    
550                      0.6102203987704383       110200                   342.7429581654418        501.0                    20                       416.04766845703125       501.0                    1                        -1.3802555799484253      -1.3802555799484253      3.068024307140149e-05    -0.3809972405433655      50000                    
555                      0.6177117566929923       111200                   329.8596173744178        501.0                    20                       349.1451416015625        501.0                    1                        -1.3802447319030762      -1.3802447319030762      3.1034705898491666e-05   -0.3809972405433655      50000                    
560                      0.6248432864745458       112200                   336.4927812415822        501.0                    20                       261.56097412109375       501.0                    1                        -1.3802430629730225      -1.3802430629730225      3.119894608971663e-05    -0.3809972405433655      50000                    
565                      0.6323672031693989       113200                   345.0791701091279        501.0                    20                       354.922607421875         501.0                    1                        -1.3802496194839478      -1.3802496194839478      3.096109867328778e-05    -0.3809972405433655      50000                    
570                      0.6392693504359988       114200                   356.0144623243255        501.0                    20                       364.193603515625         501.0                    1                        -1.3802521228790283      -1.3802521228790283      3.08280905301217e-05     -0.3809972405433655      50000                    
575                      0.6462422760989931       115200                   335.1674365157914        501.0                    20                       352.72222900390625       501.0                    1                        -1.3802523612976074      -1.3802523612976074      3.084022318944335e-05    -0.3809972405433655      50000                    
580                      0.6523828054798974       116200                   346.7611737384682        501.0                    20                       331.3038330078125        501.0                    1                        -1.3802536725997925      -1.3802536725997925      3.0821352993370965e-05   -0.3809972405433655      50000                    
585                      0.659994053973092        117200                   360.28501740038615       501.0                    20                       398.74298095703125       501.0                    1                        -1.3802740573883057      -1.3802740573883057      2.9953665944049135e-05   -0.3809972405433655      50000                    
590                      0.6670729972256555       118200                   336.46446353657063       501.0                    20                       295.00360107421875       501.0                    1                        -1.3802645206451416      -1.3802645206451416      3.023284261871595e-05    -0.3809972405433655      50000                    
595                      0.6738943035072751       119200                   346.323132567476         501.0                    20                       324.3207702636719        501.0                    1                        -1.3802704811096191      -1.3802704811096191      3.0020823032828048e-05   -0.3809972405433655      50000                    
600                      0.6811500678459803       120200                   339.52257184554844       501.0                    20                       332.1131896972656        501.0                    1                        -1.3802704811096191      -1.3802704811096191      3.0022882128832862e-05   -0.3809972405433655      50000                    
605                      0.6879638150003221       121200                   338.7335560943272        501.0                    20                       353.8802185058594        501.0                    1                        -1.3802695274353027      -1.3802695274353027      3.0065824830671772e-05   -0.3809972405433655      50000                    
610                      0.6944910281896591       122200                   342.444082051873         501.0                    20                       362.4278259277344        501.0                    1                        -1.3802807331085205      -1.3802807331085205      2.9703833206440322e-05   -0.3809972405433655      50000                    
615                      0.7015748858451843       123200                   344.6818825986643        501.0                    20                       287.5830993652344        501.0                    1                        -1.3802845478057861      -1.3802845478057861      2.9425087632262148e-05   -0.3809972405433655      50000                    
620                      0.7086412416564094       124200                   343.6603631081678        501.0                    20                       431.4989318847656        501.0                    1                        -1.3802902698516846      -1.3802902698516846      2.9243939934531227e-05   -0.3809972405433655      50000                    
625                      0.7162810399797228       125200                   338.23406833327533       501.0                    20                       354.55914306640625       501.0                    1                        -1.380273699760437       -1.380273699760437       2.9810382329742424e-05   -0.3809972405433655      50000                    
630                      0.7230614056189855       126200                   332.79528487317464       501.0                    20                       368.7301940917969        501.0                    1                        -1.3802804946899414      -1.3802804946899414      2.95223253488075e-05     -0.3809972405433655      50000                    
635                      0.7302026022142835       127200                   353.5660304644175        501.0                    20                       306.0739440917969        501.0                    1                        -1.3802835941314697      -1.3802835941314697      2.9550066756200977e-05   -0.3809972405433655      50000                    
640                      0.7373024737172656       128200                   312.87348636757883       501.0                    20                       389.2610168457031        501.0                    1                        -1.380278468132019       -1.380278468132019       2.9672142773051746e-05   -0.3809972405433655      50000                    
645                      0.7448619392845366       129200                   349.38967674923003       501.0                    20                       391.3486022949219        501.0                    1                        -1.380286455154419       -1.380286455154419       2.9323153285076842e-05   -0.3809972405433655      50000                    
650                      0.7519793764087889       130200                   341.68664381686284       501.0                    20                       360.923828125            501.0                    1                        -1.380306363105774       -1.380306363105774       2.830802259268239e-05    -0.3809972405433655      50000                    
655                      0.758729788462321        131200                   331.1350930517676        501.0                    20                       312.1138610839844        501.0                    1                        -1.380311369895935       -1.380311369895935       2.8202677640365437e-05   -0.3809972405433655      50000                    
660                      0.766004657679134        132200                   330.92757144386405       501.0                    20                       359.3868103027344        501.0                    1                        -1.3803131580352783      -1.3803131580352783      2.8149484933237545e-05   -0.3809972405433655      50000                    
665                      0.7729753062460157       133200                   341.3505392562981        501.0                    20                       330.42303466796875       501.0                    1                        -1.3803126811981201      -1.3803126811981201      2.8183592803543434e-05   -0.3809972405433655      50000                    
670                      0.7795430196656121       134200                   320.33340629804223       501.0                    20                       329.09906005859375       501.0                    1                        -1.3802998065948486      -1.3802998065948486      2.869016316253692e-05    -0.3809972405433655      50000                    
675                      0.7868212933672799       135200                   333.0972482309479        501.0                    20                       391.5561218261719        501.0                    1                        -1.3803004026412964      -1.3803004026412964      2.868527008104138e-05    -0.3809972405433655      50000                    
680                      0.7944380982716879       136200                   341.0060720836515        501.0                    20                       362.0555114746094        501.0                    1                        -1.3803077936172485      -1.3803077936172485      2.8309954359428957e-05   -0.3809972405433655      50000                    
685                      0.8021199848916796       137200                   346.8084004732848        501.0                    20                       339.9089050292969        501.0                    1                        -1.3803189992904663      -1.3803189992904663      2.7793372282758355e-05   -0.3809972405433655      50000                    
690                      0.8088664080037011       138200                   333.45477065451405       501.0                    20                       326.4489440917969        501.0                    1                        -1.3803125619888306      -1.3803125619888306      2.820307418005541e-05    -0.3809972405433655      50000                    
695                      0.8163121406237285       139200                   354.2424965697631        501.0                    20                       252.43411254882812       501.0                    1                        -1.3803166151046753      -1.3803166151046753      2.7887173928320408e-05   -0.3809972405433655      50000                    
700                      0.8232468715641234       140200                   340.48684659468915       501.0                    20                       343.60150146484375       501.0                    1                        -1.3803237676620483      -1.3803237676620483      2.7680467610480264e-05   -0.3809972405433655      50000                    
705                      0.8305830941597621       141200                   331.1708560371418        501.0                    20                       270.04119873046875       501.0                    1                        -1.380321741104126       -1.380321741104126       2.75899437838234e-05     -0.3809972405433655      50000                    
710                      0.8379334875610139       142200                   322.2143281076284        501.0                    20                       292.9045104980469        501.0                    1                        -1.3803261518478394      -1.3803261518478394      2.748763836279977e-05    -0.3809972405433655      50000                    
715                      0.8450623344712788       143200                   343.94600573321          501.0                    20                       370.52374267578125       501.0                    1                        -1.3803362846374512      -1.3803362846374512      2.687501546461135e-05    -0.3809972405433655      50000                    
720                      0.8526899127827751       144200                   331.51673285451966       501.0                    20                       289.2088623046875        501.0                    1                        -1.3803328275680542      -1.3803328275680542      2.7073445380665362e-05   -0.3809972405433655      50000                    
725                      0.859680006702741        145200                   340.68204358615907       501.0                    20                       290.92474365234375       501.0                    1                        -1.3803232908248901      -1.3803232908248901      2.7445103114587255e-05   -0.3809972405433655      50000                    
730                      0.8667852169937558       146200                   336.44446350721796       501.0                    20                       300.26287841796875       501.0                    1                        -1.3803187608718872      -1.3803187608718872      2.763213160505984e-05    -0.3809972405433655      50000                    
