Iteration                Wall_Time                Samples                  Test_Return              Test_Episode_Length      Test_Episodes            Train_Return             Train_Episode_Length     Train_Episodes           Dyn_Loss                 Dyn_Delta_Loss           Dyn_Reward_Loss          Critic_Loss              Q1_Loss                  Q2_Loss                  Target_Q                 Pred_Q1                  Pred_Q2                  Actor_Loss               Policy_Logp              Policy_Q                 
100                      0.02530967930952708      12100                    196.0052974012836        1000.0                   10                       204.483154296875         1000.0                   1                        0.0003813844814430922    0.00033325114054605365   4.813337363884784e-05    0.008325432427227497     0.003973228391259909     0.004352200776338577     0.8986326456069946       0.8982875347137451       0.8981592655181885       -0.8697230815887451      -0.1651393622159958      0.861466109752655        
110                      0.02768051783243815      13100                    493.5603350062141        1000.0                   10                       176.88609313964844       1000.0                   1                        0.00037679175147786736   0.000330114911776036     4.6676959755131975e-05   0.0036185954231768847    0.001650610938668251     0.0019679844845086336    0.9730337858200073       0.973055362701416        0.9730275869369507       -0.946289598941803       -0.16684913635253906     0.9379470944404602       
120                      0.029854741891225178     14100                    347.4615467361184        1000.0                   10                       412.39288330078125       1000.0                   1                        0.0003927516518160701    0.0003439117281232029    4.883994552074e-05       0.004368824418634176     0.002043618820607662     0.002325205598026514     1.0387376546859741       1.0382394790649414       1.0384787321090698       -1.0392889976501465      -0.16397593915462494     1.0310901403427124       
130                      0.032104132175445554     15100                    346.3158174764542        1000.0                   10                       399.33642578125          1000.0                   1                        0.00032439822098240256   0.00027961493469774723   4.4783308112528175e-05   0.018163394182920456     0.008871749974787235     0.009291643276810646     1.1249969005584717       1.1253869533538818       1.1257063150405884       -1.0865558385849         -0.1649889200925827      1.0783063173294067       
140                      0.03456616520881653      16100                    346.3217600028649        1000.0                   10                       410.2147216796875        1000.0                   1                        0.00030000225524418056   0.0002520112320780754    4.7991004976211116e-05   0.01620304025709629      0.007908843457698822     0.008294196799397469     1.1628872156143188       1.1632672548294067       1.163609266281128        -1.1620639562606812      -0.15922203660011292     1.1541030406951904       
150                      0.03712616072760688      17100                    296.00500671569193       1000.0                   10                       414.50531005859375       1000.0                   1                        0.000272448844043538     0.00023008760763332248   4.2361200030427426e-05   0.021037306636571884     0.010226369835436344     0.01081093493849039      1.2439172267913818       1.2448221445083618       1.2447327375411987       -1.2148747444152832      -0.1546708196401596      1.2071411609649658       
160                      0.039141251179907056     18100                    444.67708642991704       1000.0                   10                       258.81280517578125       1000.0                   1                        0.0003035424742847681    0.00026076752692461014   4.277491825632751e-05    0.01963108591735363      0.009539550170302391     0.010091535747051239     1.2943799495697021       1.2935495376586914       1.2936495542526245       -1.2616876363754272      -0.1576843112707138      1.2538032531738281       
170                      0.04112966338793437      19100                    305.29703194605116       1000.0                   10                       431.6422119140625        1000.0                   1                        0.0002739684423431754    0.0002369341382291168    3.703430775203742e-05    0.015070971101522446     0.007481536827981472     0.00758943660184741      1.368969440460205        1.3684337139129639       1.3690423965454102       -1.3460334539413452      -0.1521894782781601      1.3384239673614502       
180                      0.04320467068089379      20100                    377.76730774563936       1000.0                   10                       335.1742248535156        1000.0                   1                        0.00027155925636179745   0.00023502760450355709   3.6531626392388716e-05   0.005351638421416283     0.0025161742232739925    0.002835463732481003     1.4623967409133911       1.46235191822052         1.4622989892959595       -1.4082759618759155      -0.15324752032756805     1.400613784790039        
190                      0.04526066727108426      21100                    397.2720524413699        1000.0                   10                       403.5464172363281        1000.0                   1                        0.00021114923583809286   0.00017653666145633906   3.4612607123563066e-05   0.008033519610762596     0.003783252788707614     0.004250266123563051     1.5210775136947632       1.5210901498794556       1.5211694240570068       -1.5305869579315186      -0.1492607742547989      1.5231236219406128       
200                      0.0473509552081426       22100                    344.0406402741569        1000.0                   10                       410.6306457519531        1000.0                   1                        0.00021659271442331374   0.00018547922081779689   3.1113464501686394e-05   0.01527394074946642      0.007586410269141197     0.007687529549002647     1.5910011529922485       1.5902687311172485       1.590004801750183        -1.5807654857635498      -0.15268537402153015     1.5731310844421387       
210                      0.04938586897320218      23100                    391.5164927808848        1000.0                   10                       436.6781005859375        1000.0                   1                        0.00018879164417739958   0.0001561409590067342    3.2650732464389876e-05   0.009103978984057903     0.00453921826556325      0.004564760252833366     1.6345765590667725       1.634353756904602        1.6345140933990479       -1.6469019651412964      -0.14071615040302277     1.6398661136627197       
220                      0.05149216201570299      24100                    420.11624478527966       1000.0                   10                       230.2810516357422        1000.0                   1                        0.00019790932128671557   0.0001684558083070442    2.945354935945943e-05    0.006025507114827633     0.002734305104240775     0.003291201777756214     1.7421095371246338       1.7420340776443481       1.7425059080123901       -1.7275726795196533      -0.14878617227077484     1.7201334238052368       
230                      0.05363999062114292      25100                    506.77799533812606       1000.0                   10                       333.4215087890625        1000.0                   1                        0.00019956653704866767   0.0001679628185229376    3.160372580168769e-05    0.034402694553136826     0.016895603388547897     0.017507098615169525     1.8320891857147217       1.8319512605667114       1.8319697380065918       -1.7695707082748413      -0.1464945673942566      1.7622458934783936       
240                      0.055652674039204916     26100                    472.16179167136323       1000.0                   10                       230.77899169921875       1000.0                   1                        0.00019113744201604277   0.00016283566947095096   2.8301748898229562e-05   0.0051960996352136135    0.002437652787193656     0.0027584475465118885    1.9123245477676392       1.9128741025924683       1.912951946258545        -1.854850172996521       -0.1423192322254181      1.8477338552474976       
250                      0.05779733889632755      27100                    317.1009421588666        1000.0                   10                       393.1169738769531        1000.0                   1                        0.0001947035052580759    0.00016779957513790578   2.6903919206233695e-05   0.013711837120354176     0.006459178403019905     0.007252660114318132     1.9726017713546753       1.9724332094192505       1.9726935625076294       -1.943151593208313       -0.14745362102985382     1.935779094696045        
260                      0.05986134542359246      28100                    410.18207809331045       1000.0                   10                       345.0235900878906        1000.0                   1                        0.00019959270139224827   0.0001738557475619018    2.5736964744282886e-05   0.023605788126587868     0.011620031669735909     0.01198575459420681      1.9983727931976318       1.9983246326446533       1.9984341859817505       -2.0100977420806885      -0.1399056613445282      2.0031023025512695       
270                      0.061872010231018064     29100                    317.4629332065389        1000.0                   10                       402.9858093261719        1000.0                   1                        0.00020126569143030792   0.00017666004714556038   2.4605677026556805e-05   0.02103169821202755      0.0103566013276577       0.010675095953047276     2.059887170791626        2.0586557388305664       2.0588343143463135       -2.043731689453125       -0.13347820937633514     2.037057876586914        
280                      0.06392708632681104      30100                    278.53119242623075       1000.0                   10                       260.3736267089844        1000.0                   1                        0.00019137798517476767   0.00016717123799026012   2.4206739908549935e-05   0.011661726050078869     0.005560432560741901     0.0061012934893369675    2.0983166694641113       2.098236083984375        2.097972869873047        -2.11098051071167        -0.13647513091564178     2.104156494140625        
290                      0.06596073541376325      31100                    389.4601733847323        1000.0                   10                       267.6637878417969        1000.0                   1                        0.00018512376118451357   0.0001589450694154948    2.6178695406997576e-05   0.015165143646299839     0.007489957846701145     0.007675184402614832     2.2388038635253906       2.238589286804199        2.2379074096679688       -2.1582911014556885      -0.13664555549621582     2.151458740234375        
300                      0.06798709213733672      32100                    327.77356560494485       1000.0                   10                       337.78826904296875       1000.0                   1                        0.00023043894907459617   0.0002066139568341896    2.382504135312047e-05    0.02349736914038658      0.011571542359888554     0.011925825849175453     2.2166588306427          2.2166125774383545       2.216093063354492        -2.2386791706085205      -0.13081957399845123     2.2321383953094482       
310                      0.07008815970685747      33100                    414.94426684978646       1000.0                   10                       329.4276428222656        1000.0                   1                        0.0001827455998864025    0.0001532970927655697    2.944847619801294e-05    0.018631361424922943     0.009134764783084393     0.0094965985044837       2.31563401222229         2.315887451171875        2.315593957901001        -2.2835559844970703      -0.1367768943309784      2.2767176628112793       
320                      0.07217972503768073      34100                    307.29664162030946       1000.0                   10                       335.9685974121094        1000.0                   1                        0.00017750906408764422   0.0001566121500218287    2.089693589368835e-05    0.022791605442762375     0.01109086349606514      0.01170074101537466      2.396646738052368        2.3956825733184814       2.3951430320739746       -2.3439345359802246      -0.13387086987495422     2.3372414112091064       
330                      0.07430567383766175      35100                    366.2994233210144        1000.0                   10                       279.4925231933594        1000.0                   1                        0.00020344112999737263   0.00018124512280337512   2.219600173702929e-05    0.024443713948130608     0.011930915527045727     0.012512799352407455     2.3936398029327393       2.3932433128356934       2.3937933444976807       -2.408097505569458       -0.12132018059492111     2.402031898498535        
340                      0.07633229805363549      36100                    392.1141474981481        1000.0                   10                       260.8664245605469        1000.0                   1                        0.00016685669834259897   0.0001466021640226245    2.0254521587048657e-05   0.06119392439723015      0.03032575733959675      0.0308681633323431       2.4972143173217773       2.4961652755737305       2.4961624145507812       -2.418661594390869       -0.12723900377750397     2.412299633026123        
350                      0.07838933679792616      37100                    389.87435940434966       1000.0                   10                       363.72357177734375       1000.0                   1                        0.00018139145686291158   0.00015887821791693568   2.251326986879576e-05    0.039063554257154465     0.019246600568294525     0.01981695555150509      2.5250425338745117       2.5251498222351074       2.5250649452209473       -2.5050723552703857      -0.11803345382213593     2.499171018600464        
360                      0.0803842701514562       38100                    411.8312313169728        1000.0                   10                       350.0680236816406        1000.0                   1                        0.00017982466670218855   0.00015983614139258862   1.9988559870398603e-05   0.08268862217664719      0.04114537313580513      0.04154324531555176      2.593064785003662        2.5908827781677246       2.591042995452881        -2.605602979660034       -0.1183784231543541      2.599684476852417        
370                      0.08250045392248366      39100                    322.6245492615211        1000.0                   10                       302.9017639160156        1000.0                   1                        0.00016823099576868117   0.0001470827410230413    2.1148231098777615e-05   0.012765208259224892     0.006332122255116701     0.0064330860041081905    2.6438262462615967       2.6449387073516846       2.644575834274292        -2.6192626953125         -0.11393338441848755     2.6135663986206055       
380                      0.08462756282753414      40100                    338.8919117284553        1000.0                   10                       380.6537170410156        1000.0                   1                        0.00017021739040501416   0.0001478726917412132    2.2344687749864534e-05   0.09881335496902466      0.049572817981243134     0.04924055561423302      2.7031850814819336       2.703786611557007        2.7029869556427          -2.7107150554656982      -0.11306044459342957     2.705061674118042        
390                      0.08665589345826043      41100                    305.63187076178673       1000.0                   10                       331.20831298828125       1000.0                   1                        0.00017132963694166392   0.00014928301970940083   2.2046660888008773e-05   0.023626714944839478     0.01213173195719719      0.011494980193674564     2.7853105068206787       2.785240650177002        2.785341262817383        -2.786479949951172       -0.10946120321750641     2.7810068130493164       
400                      0.08871400150987838      42100                    312.4863580543085        1000.0                   10                       371.4813537597656        1000.0                   1                        0.00020782584033440799   0.0001878897746792063    1.9936040189350024e-05   0.039697252213954926     0.019389819353818893     0.020307432860136032     2.862586736679077        2.8643577098846436       2.8656203746795654       -2.779186725616455       -0.11272185295820236     2.7735509872436523       
410                      0.09083815409077538      43100                    458.36278686022695       1000.0                   10                       417.51025390625          1000.0                   1                        0.00022001666366122663   0.00019963044906035066   2.038621823885478e-05    0.04981667548418045      0.025176377967000008     0.024640293791890144     2.8707027435302734       2.8699185848236084       2.869215488433838        -2.880155086517334       -0.11610805243253708     2.874349594116211        
420                      0.09290432360437181      44100                    374.03278367929386       1000.0                   10                       413.2558898925781        1000.0                   1                        0.00018941154121421278   0.0001671636273385957    2.2247850210987963e-05   0.016425441950559616     0.008434812538325787     0.00799062754958868      2.855607509613037        2.856402635574341        2.856492757797241        -2.9423305988311768      -0.11089333891868591     2.93678617477417         
430                      0.09492744008700053      45100                    322.2261325088197        1000.0                   10                       306.4803466796875        1000.0                   1                        0.00017512304475530982   0.00015709968283772469   1.802333827072289e-05    0.013619490899145603     0.006855420768260956     0.006764070130884647     2.9483962059020996       2.9488720893859863       2.948241710662842        -2.9820456504821777      -0.11218711733818054     2.9764363765716553       
440                      0.09696070512135824      46100                    305.45359937607714       1000.0                   10                       341.9923400878906        1000.0                   1                        0.0002019514940911904    0.00018204016669187695   1.9911345589207485e-05   0.01868119090795517      0.00935710035264492      0.009324089623987675     3.0209338665008545       3.0213491916656494       3.0211598873138428       -3.0611579418182373      -0.1097046360373497      3.0556728839874268       
450                      0.09902224746015337      47100                    317.8717415888209        1000.0                   10                       302.0852966308594        1000.0                   1                        0.00019424942729528993   0.0001760455925250426    1.8203800209448673e-05   0.023810191079974174     0.012267075479030609     0.011543113738298416     3.0871787071228027       3.086287498474121        3.0859599113464355       -3.118128776550293       -0.1063360720872879      3.11281156539917         
460                      0.10115185154808892      48100                    305.34911237803595       1000.0                   10                       326.6733093261719        1000.0                   1                        0.00022829006775282323   0.00021015421953052282   1.8135850041289814e-05   0.014890890568494797     0.007508790586143732     0.0073820967227220535    3.1142637729644775       3.114060401916504        3.1131386756896973       -3.090139150619507       -0.10709838569164276     3.0847840309143066       
470                      0.1033313145240148       49100                    346.66953782027497       1000.0                   10                       343.0252380371094        1000.0                   1                        0.00020271196262910962   0.00018188664398621768   2.0825331375817768e-05   0.04450465366244316      0.022297300398349762     0.02220735140144825      3.161313533782959        3.1595427989959717       3.160459518432617        -3.1643893718719482      -0.10930502414703369     3.158924102783203        
480                      0.10540521721045176      50100                    409.7549050766087        1000.0                   10                       404.6774597167969        1000.0                   1                        0.0002147636259905994    0.0001961150555871427    1.864858131739311e-05    0.05342242494225502      0.026459556072950363     0.026962868869304657     3.1956639289855957       3.196621894836426        3.1967873573303223       -3.1732473373413086      -0.09243743866682053     3.1686248779296875       
490                      0.10736752013365428      51100                    377.65360296557344       1000.0                   10                       319.22332763671875       1000.0                   1                        0.00025238748639822006   0.00023194581444840878   2.0441673768800683e-05   0.021354397758841515     0.010721842758357525     0.010632552206516266     3.150773048400879        3.1498610973358154       3.150482177734375        -3.146257162094116       -0.10256260633468628     3.1411290168762207       
500                      0.10947349488735199      52100                    317.7927263126593        1000.0                   10                       358.1274108886719        1000.0                   1                        0.00023702486942056566   0.00021915689285378903   1.7867982023744844e-05   0.04892604053020477      0.0248823631554842       0.024043675512075424     3.2023258209228516       3.201082468032837        3.200230598449707        -3.1896157264709473      -0.10372617840766907     3.184429168701172        
510                      0.11157839165793525      53100                    325.57795520952135       1000.0                   10                       313.17437744140625       1000.0                   1                        0.0002429170854156837    0.00022466214431915432   1.8254919268656522e-05   0.06390881538391113      0.03195462003350258      0.03195418417453766      3.2148969173431396       3.21458101272583         3.2140069007873535       -3.1900458335876465      -0.11099216341972351     3.1844964027404785       
520                      0.11360376967324151      54100                    352.7623438508891        1000.0                   10                       366.7947082519531        1000.0                   1                        0.00025046011433005333   0.00023207046615425497   1.8389646356808953e-05   0.04410463571548462      0.021975647658109665     0.022128984332084656     3.3518025875091553       3.3515028953552246       3.3527133464813232       -3.351680278778076       -0.10683442652225494     3.3463382720947266       
530                      0.11567635787857904      55100                    276.8039871826782        1000.0                   10                       370.3968200683594        1000.0                   1                        0.0002785376855172217    0.0002596753474790603    1.8862318029277958e-05   0.18162088096141815      0.09094610810279846      0.09067478775978088      3.3506782054901123       3.349836587905884        3.3493740558624268       -3.3611912727355957      -0.09655866771936417     3.35636305809021         
540                      0.1177276592122184       56100                    345.37517715753654       1000.0                   10                       285.8876037597656        1000.0                   1                        0.0002695591247174889    0.0002521052083466202    1.745390545693226e-05    0.022585883736610413     0.011378450319170952     0.011207434348762035     3.4170782566070557       3.416654348373413        3.417050361633301        -3.413188934326172       -0.09488796442747116     3.408444404602051        
550                      0.1197908690240648       57100                    349.28013361126256       1000.0                   10                       358.701904296875         1000.0                   1                        0.00028022847254760563   0.0002632168761920184    1.701160908851307e-05    0.08425550162792206      0.041986748576164246     0.042268745601177216     3.494438886642456        3.493973970413208        3.494783878326416        -3.5464656352996826      -0.08438416570425034     3.5422463417053223       
560                      0.12186714741918776      58100                    302.19236148823563       1000.0                   10                       397.5948486328125        1000.0                   1                        0.00025183925754390657   0.0002344680979149416    1.7371132344123907e-05   0.0188185703009367       0.009074130095541477     0.009744441136717796     3.500089406967163        3.500584602355957        3.5007500648498535       -3.565988540649414       -0.0904776006937027      3.561464548110962        
570                      0.12397655487060547      59100                    326.94684383013          1000.0                   10                       321.1446533203125        1000.0                   1                        0.00027097604470327497   0.0002504898002371192    2.0486242647166364e-05   0.03990666940808296      0.02002231776714325      0.019884344190359116     3.5027365684509277       3.5015056133270264       3.501497507095337        -3.571549892425537       -0.08590778708457947     3.5672550201416016       
580                      0.12614991042349075      60100                    288.40925229265105       1000.0                   10                       470.07781982421875       1000.0                   1                        0.00025480936164967716   0.0002373070310568437    1.750231604091823e-05    0.04733474552631378      0.02355807088315487      0.023776674643158913     3.601222038269043        3.6001148223876953       3.6001229286193848       -3.6327548027038574      -0.08210677653551102     3.6286494731903076       
590                      0.12822823299301994      61100                    299.9000231320454        1000.0                   10                       289.7967224121094        1000.0                   1                        0.00026144247385673225   0.00024313206085935235   1.8310433006263338e-05   0.02829255349934101      0.014321502298116684     0.013971050269901752     3.7367794513702393       3.7365055084228516       3.737377166748047        -3.7179765701293945      -0.08486060798168182     3.713733434677124        
600                      0.13028477211793263      62100                    285.7806670540846        1000.0                   10                       289.5166320800781        1000.0                   1                        0.00028061543707735837   0.00026178741245530546   1.8828090105671436e-05   0.08315497636795044      0.04134316369891167      0.04181182384490967      3.7651524543762207       3.7641611099243164       3.763624429702759        -3.893387794494629       -0.06934650242328644     3.889920473098755        
610                      0.13246643073028988      63100                    278.8378035485169        1000.0                   10                       352.2680969238281        1000.0                   1                        0.00027560413582250476   0.00025694340001791716   1.866075945144985e-05    0.148580402135849        0.07423695921897888      0.07434344291687012      3.818084239959717        3.815591812133789        3.8164634704589844       -3.9261369705200195      -0.07281508296728134     3.922496795654297        
620                      0.13457919498284657      64100                    284.15322074991684       1000.0                   10                       274.64898681640625       1000.0                   1                        0.00030248527764342725   0.0002823431568685919    2.0142115317867137e-05   0.12876032292842865      0.0644366517663002       0.06432369351387024      3.7543959617614746       3.7545876502990723       3.7545740604400635       -3.9624385833740234      -0.07082868367433548     3.9588963985443115       
630                      0.13664033161269293      65100                    279.52214213590435       1000.0                   10                       276.1164855957031        1000.0                   1                        0.0003225813270546496    0.0003024245670530945    2.015674181166105e-05    0.0673641785979271       0.03360774740576744      0.03375643119215965      3.8117117881774902       3.8112308979034424       3.8108110427856445       -4.023486614227295       -0.06981376558542252     4.019996643066406        
640                      0.1386314947075314       66100                    268.4530482122114        1000.0                   10                       280.9498596191406        1000.0                   1                        0.0002834073966369033    0.00026509450981393456   1.8312826796318404e-05   0.0262803565710783       0.013466130942106247     0.012814225628972054     3.8819005489349365       3.880031108856201        3.8802428245544434       -4.037944316864014       -0.0649753138422966      4.034696102142334        
650                      0.14079475773705377      67100                    279.15122444745845       1000.0                   10                       293.960693359375         1000.0                   1                        0.0002637614088598639    0.0002448799496050924    1.8881491996580735e-05   0.03224608674645424      0.016446668654680252     0.01579941436648369      3.9110422134399414       3.910208225250244        3.910045623779297        -4.064394950866699       -0.06101358309388161     4.061343669891357        
660                      0.14283474895689222      68100                    384.3563452760196        1000.0                   10                       280.4193115234375        1000.0                   1                        0.00025384456967003644   0.0002353513555135578    1.8493272364139557e-05   0.07879918068647385      0.03938588872551918      0.03941328078508377      4.010127067565918        4.010620594024658        4.010011672973633        -4.12118673324585        -0.059757813811302185    4.118198394775391        
670                      0.14484072254763708      69100                    285.87505445214987       1000.0                   10                       345.07586669921875       1000.0                   1                        0.0002739731571637094    0.00025556713808327913   1.8405991795589216e-05   0.041262365877628326     0.020927056670188904     0.020335307344794273     4.094741344451904        4.094719886779785        4.094919681549072        -4.111905574798584       -0.06422062963247299     4.1086955070495605       
680                      0.1468955773777432       70100                    293.9862659381853        1000.0                   10                       303.50872802734375       1000.0                   1                        0.0002807017299346626    0.000263818830717355     1.688289012236055e-05    0.027134617790579796     0.013309920206665993     0.013824697583913803     4.078448295593262        4.077885150909424        4.0788254737854          -4.239532947540283       -0.05056438222527504     4.23700475692749         
690                      0.1489634382062488       71100                    300.9123229586153        1000.0                   10                       293.00677490234375       1000.0                   1                        0.0002581137523520738    0.0002397576899966225    1.8356113287154585e-05   0.040279876440763474     0.02035110630095005      0.019928770139813423     4.206709861755371        4.207986354827881        4.206442832946777        -4.273183345794678       -0.050338637083768845    4.27066707611084         
700                      0.15110137866603005      72100                    368.2727844051034        1000.0                   10                       295.3862609863281        1000.0                   1                        0.0002547359326854348    0.0002384159161010757    1.632002204132732e-05    0.1051807850599289       0.05276474729180336      0.05241604149341583      4.155625343322754        4.153878688812256        4.154304027557373        -4.226822853088379       -0.05519454553723335     4.224062919616699        
710                      0.1532066590918435       73100                    288.17040082810473       1000.0                   10                       285.9956970214844        1000.0                   1                        0.00026421010261401534   0.00024659530026838183   1.761486601026263e-05    0.06927824020385742      0.03400307148694992      0.0352751649916172       4.218507289886475        4.219430446624756        4.219559192657471        -4.307234764099121       -0.05852440372109413     4.3043084144592285       
720                      0.15528936862945555      74100                    289.7929909315323        1000.0                   10                       315.2991943359375        1000.0                   1                        0.0002692679117899388    0.00025108997942879796   1.8177888705395162e-05   0.05426159128546715      0.026385702192783356     0.027875889092683792     4.276311874389648        4.277490139007568        4.276416778564453        -4.3693647384643555      -0.05117512494325638     4.3668060302734375       
730                      0.15740874078538683      75100                    279.7993525496096        1000.0                   10                       445.16827392578125       1000.0                   1                        0.0002191004023188725    0.00020416492770891637   1.49354509630939e-05     0.04476556181907654      0.022402068600058556     0.022363489493727684     4.2932000160217285       4.293163299560547        4.292583465576172        -4.387165069580078       -0.050306737422943115    4.384649753570557        
740                      0.15949092831876543      76100                    301.3564404457967        1000.0                   10                       314.9202880859375        1000.0                   1                        0.00024230241251643747   0.00022642237308900803   1.588005579833407e-05    0.11944220215082169      0.05888289213180542      0.060559313744306564     4.429295539855957        4.429989814758301        4.430258750915527        -4.423665523529053       -0.046207401901483536    4.4213547706604          
750                      0.1615521803829405       77100                    295.69798905480496       1000.0                   10                       340.4761962890625        1000.0                   1                        0.00026467067073099315   0.0002480968541931361    1.657382381381467e-05    0.09370414167642593      0.04592021554708481      0.04778391867876053      4.4904561042785645       4.490382194519043        4.490784168243408        -4.533151149749756       -0.049291692674160004    4.530685901641846        
760                      0.16358949502309164      78100                    275.09717861529106       1000.0                   10                       284.70867919921875       1000.0                   1                        0.0002474399225320667    0.00023049736046232283   1.694258207862731e-05    0.1526406705379486       0.07589443027973175      0.07674625515937805      4.5231428146362305       4.521904945373535        4.52295446395874         -4.565708160400391       -0.03180314227938652     4.564118385314941        
770                      0.1656641881333457       79100                    286.4341287783552        1000.0                   10                       295.5741882324219        1000.0                   1                        0.00027067825431004167   0.0002538225380703807    1.685573261056561e-05    0.12320499122142792      0.061412595212459564     0.06179239600896835      4.54626989364624         4.545636177062988        4.544435501098633        -4.696811676025391       -0.038241468369960785    4.694899082183838        
780                      0.167717444035742        80100                    296.4061435869681        1000.0                   10                       293.1342468261719        1000.0                   1                        0.00027787790168076754   0.00026053530746139586   1.7342605133308098e-05   0.09036148339509964      0.04454735666513443      0.04581410065293312      4.619996547698975        4.621103286743164        4.620912075042725        -4.7264814376831055      -0.04993811994791031     4.723984718322754        
790                      0.16985156118869782      81100                    283.40466132966367       1000.0                   10                       301.989990234375         1000.0                   1                        0.00025626184651628137   0.00023926261928863823   1.6999156287056394e-05   0.2647077739238739       0.1314314603805542       0.1332763433456421       4.6949357986450195       4.697246551513672        4.696083068847656        -4.72607946395874        -0.038667403161525726    4.724145889282227        
800                      0.17196468042002783      82100                    271.080681510483         1000.0                   10                       471.0736083984375        1000.0                   1                        0.00024234468583017588   0.0002263322239741683    1.601246913196519e-05    0.09465491771697998      0.04771864041686058      0.0469362773001194       4.646231174468994        4.6452317237854          4.645042896270752        -4.84619140625           -0.03451069816946983     4.844465732574463        
810                      0.17402208361360763      83100                    272.3418697139547        1000.0                   10                       283.9403076171875        1000.0                   1                        0.0002526992466300726    0.0002381431550020352    1.4556086171069182e-05   0.08292727917432785      0.0412183441221714       0.04170893132686615      4.63932466506958         4.6377482414245605       4.637790203094482        -4.7918524742126465      -0.035526927560567856    4.79007625579834         
820                      0.17606787688202327      84100                    282.5321164755316        1000.0                   10                       401.7547912597656        1000.0                   1                        0.00024951520026661456   0.00023276108549907804   1.6754107491578907e-05   0.044779982417821884     0.021732226014137268     0.023047756403684616     4.766290187835693        4.766443729400635        4.766246318817139        -4.970364570617676       -0.038573481142520905    4.968435764312744        
