Iteration                Wall_Time                Samples                  Test_Return              Test_Episode_Length      Test_Episodes            Train_Return             Train_Episode_Length     Train_Episodes           Critic_Loss              Actor_Loss               Ppo_Loss                 Entropy                  Clip_Frac                Adv_Mean                 Adv_Std                  
190                      0.04226355095704397      391168                   311.1993408257883        501.0                    10                       179.05079650878906       500.99993896484375       40                       182.8207244873047        -0.03746737912297249     -0.019305115565657616    1.816224455833435        0.07783203572034836      0.5153815746307373       14.048284530639648       
200                      0.0442709395620558       411648                   298.23307860012955       501.0                    10                       250.3731231689453        500.99993896484375       40                       246.17324829101562       -0.03802982717752457     -0.01986757479608059     1.816224455833435        0.06938476860523224      -0.19345799088478088     15.853517532348633       
210                      0.04627208219634162      432128                   236.60790389368316       501.0                    10                       291.7554626464844        500.99993896484375       40                       286.53857421875          -0.03893427550792694     -0.020772019401192665    1.816224455833435        0.089111328125           0.8933280110359192       17.030393600463867       
220                      0.04837031516763899      452608                   353.7784481092572        501.0                    10                       300.1436767578125        500.99993896484375       40                       354.3392333984375        -0.03920048102736473     -0.021038219332695007    1.816224455833435        0.09287109225988388      -0.15026265382766724     18.985435485839844       
230                      0.05036166422896915      473088                   328.52909898153933       501.0                    10                       314.7669982910156        500.99993896484375       40                       325.2181396484375        -0.0391339473426342      -0.02097168378531933     1.816224455833435        0.12495117634534836      -0.1061701774597168      18.243473052978516       
240                      0.05248206800884671      493568                   313.5469657638879        501.0                    10                       282.2159118652344        500.99993896484375       40                       282.1364440917969        -0.03847775235772133     -0.020315496250987053    1.816224455833435        0.07719726860523224      0.257411390542984        17.009220123291016       
250                      0.05456370333830515      514048                   347.4628387544375        501.0                    10                       317.2427978515625        500.99993896484375       40                       364.97210693359375       -0.03850637003779411     -0.020344112068414688    1.816224455833435        0.05708007887005806      0.3689138889312744       19.263898849487305       
260                      0.05659512731764051      534528                   373.58165964730205       501.0                    10                       333.47210693359375       500.99993896484375       40                       358.4354553222656        -0.038912784308195114    -0.020750530064105988    1.816224455833435        0.05024414137005806      -0.10395675897598267     19.099750518798828       
270                      0.05865818361441295      555008                   326.056812021077         501.0                    10                       304.73040771484375       500.99993896484375       40                       395.5505065917969        -0.03804421052336693     -0.019881954416632652    1.816224455833435        0.04257812723517418      -0.7331205010414124      19.97655487060547        
280                      0.0606338996357388       575488                   361.6104158781319        501.0                    10                       283.3536071777344        500.99993896484375       40                       302.7905578613281        -0.038277074694633484    -0.02011481486260891     1.816224455833435        0.06367187947034836      0.8023642897605896       17.804428100585938       
290                      0.06268168105019463      595968                   317.85388165040484       501.0                    10                       285.4072570800781        500.99993896484375       40                       260.2194519042969        -0.03855663537979126     -0.02039436809718609     1.816224455833435        0.06303711235523224      0.4772971570491791       16.186954498291016       
300                      0.06465208338366614      616448                   387.16228830740613       501.0                    10                       335.0897521972656        500.99993896484375       40                       392.8489685058594        -0.03820080682635307     -0.020038548856973648    1.816224455833435        0.03935546800494194      0.2647416293621063       19.929515838623047       
310                      0.06658099896377988      636928                   398.96775820903724       501.0                    10                       357.7663269042969        500.99993896484375       40                       419.2184753417969        -0.0382525660097599      -0.02009030245244503     1.816224455833435        0.04946289211511612      -0.17445841431617737     20.617996215820312       
320                      0.06853498253557418      657408                   369.861012595704         501.0                    10                       342.5619812011719        500.99993896484375       40                       410.0673828125           -0.03958947956562042     -0.021427223458886147    1.816224455833435        0.14096680283546448      -1.3853566646575928      20.7050724029541         
330                      0.0705667456653383       677888                   358.5682070148541        501.0                    10                       346.69317626953125       500.99993896484375       40                       396.5029602050781        -0.03914263844490051     -0.020980386063456535    1.816224455833435        0.09272461384534836      -0.05320899561047554     20.134794235229492       
340                      0.07263242655330233      698368                   370.5707375897763        501.0                    10                       361.5947265625           500.99993896484375       40                       411.3834533691406        -0.04024771973490715     -0.022085467353463173    1.816224455833435        0.090087890625           0.006765297148376703     20.451904296875          
350                      0.07471082561545901      718848                   377.7206850044573        501.0                    10                       349.89263916015625       500.99993896484375       40                       374.17706298828125       -0.04281296953558922     -0.02465072087943554     1.816224455833435        0.1240234375             -0.28356510400772095     19.530126571655273       
360                      0.07722045567300584      739328                   390.5119925470623        501.0                    10                       352.36529541015625       500.99993896484375       40                       355.10552978515625       -0.03764588013291359     -0.019483620300889015    1.816224455833435        0.10043945163488388      0.13311631977558136      18.998571395874023       
370                      0.07928118016984728      759808                   356.7693290544998        501.0                    10                       353.1756591796875        500.99993896484375       40                       350.0209045410156        -0.03970929980278015     -0.021547043696045876    1.816224455833435        0.07773437350988388      0.12853997945785522      18.884111404418945       
380                      0.0815828416744868       780288                   375.50626775470005       501.0                    10                       361.4473876953125        500.99993896484375       40                       396.5644226074219        -0.0395178459584713      -0.021355587989091873    1.816224455833435        0.08286132663488388      0.49843207001686096      20.009000778198242       
390                      0.08351310153802236      800768                   356.95640913146184       501.0                    10                       355.56903076171875       500.99993896484375       40                       402.5078430175781        -0.03986138105392456     -0.02169913239777088     1.816224455833435        0.04013672098517418      -0.20669369399547577     20.18187713623047        
400                      0.08551562190055848      821248                   364.76162667232114       501.0                    10                       341.07318115234375       500.99993896484375       40                       343.0882873535156        -0.03859864920377731     -0.020436394959688187    1.816224455833435        0.108642578125           -0.8148455619812012      18.616832733154297       
410                      0.08745261344644759      841728                   356.0682631587451        501.0                    10                       352.8685302734375        500.99993896484375       40                       350.4274597167969        -0.03954196721315384     -0.021379707381129265    1.816224455833435        0.06103515625            0.18989217281341553      18.777969360351562       
420                      0.08955433395173815      862208                   289.30520229456386       501.0                    10                       348.80084228515625       500.99993896484375       40                       335.9426574707031        -0.037337612360715866    -0.019175348803400993    1.816224455833435        0.09658203274011612      -0.28700438141822815     18.54084014892578        
430                      0.09150748312473297      882688                   315.7519915367519        501.0                    10                       309.8564453125           500.99993896484375       40                       327.0265808105469        -0.040138620883226395    -0.02197636105120182     1.816224455833435        0.09130859375            0.5134912729263306       18.299182891845703       
440                      0.09351455218262143      903168                   380.6883903667462        501.0                    10                       341.39239501953125       500.99993896484375       40                       355.33221435546875       -0.041260797530412674    -0.023098545148968697    1.816224455833435        0.11782226711511612      0.1914447844028473       18.99592399597168        
450                      0.09548610806465149      923648                   341.9151198297347        501.0                    10                       350.3549499511719        500.99993896484375       40                       378.37835693359375       -0.039184581488370895    -0.02102232165634632     1.816224455833435        0.08051758259534836      0.4137399196624756       19.515419006347656       
460                      0.0975115970770518       944128                   346.5340651657909        501.0                    10                       337.8228454589844        500.99993896484375       40                       327.9930419921875        -0.03824068233370781     -0.02007843367755413     1.816224455833435        0.05683593824505806      -0.289070725440979       18.209699630737305       
470                      0.09954490383466084      964608                   316.1503084815631        501.0                    10                       346.5968322753906        500.99993896484375       40                       315.234130859375         -0.03772846981883049     -0.019566208124160767    1.816224455833435        0.07622070610523224      -0.554935097694397       18.06645965576172        
480                      0.10156603104538388      985088                   347.6157977071611        501.0                    10                       335.60235595703125       500.99993896484375       40                       344.27740478515625       -0.03966602310538292     -0.0215037539601326      1.816224455833435        0.10917969048023224      0.02092812955379486      18.72692108154297        
488                      0.103137430217531        1001472                  340.49883876838805       501.0                    10                       328.4970703125           500.99993896484375       32                       361.2079772949219        -0.039248112589120865    -0.02108585648238659     1.816224455833435        0.07138671725988388      0.3756370544433594       19.221349716186523       
